COMPANYNAME,QUARTER,YEAR,QUESTION,ANSWER,CLEAR,ASSERTIVE,CAUTIOUS,OPTIMISTIC,SPECIFIC,RELEVANT
ROST,Q3,2016,"Thank you. Good afternoon. Just wanted to follow-up on the increase in basket size that you commented on in the prepared remarks, what was the driver of that? Was that a unit or a pricing increase?","Sure, Lorraine. As we mentioned in the prepared remarks, this 7% comp was driven by higher traffic and an increase in the basket size. Traffic was slightly larger increase than basket. The basket was all driven by higher units per transaction, AUR was relatively flat.",2.0,1.0,1,1.0,1.0,1.0
TTE,Q4,2021,"Thank you. Good morning or good afternoon, gentlemen. Patrick, you mentioned about Suriname that you may be able to identify the oil development by the end of the year. So what exactly we have to do in order for us to reach that space? How far we are from reaching that kind of decision? And the second point is that on -- second question, on the LNG sales mix that the page in your presentation, it looked like about 40%, 45% of the sales is in spot. So we assume that volume is totally linked to the spot LNG price or that they are still, to a large part, linked to the long-term oil prices.","So Suriname is just drilling. We need to appraise. We have several discoveries. We have a plan. I think we have 1, 2, 3 wells to drill in order to confirm. I mean, we have 3 -- next 3 wells on the self-run pole where we have many different discoveries. I think with the 3 wells we will comfort us capacity to -- again, you know the point is that we are targeting enough oil pool to avoid -- to have -- to find a solution for commercialization of the gas which might be tricky and delay everything. So there are 3 wells for me coming and we intend to drill them, all of them by '22. So I think it's why I was answering end of '22 I hope we'll have high things plan. And I would say, the self-run pole because then we explore on the north as well of the block. But where we have made discoveries mainly on the southern part of the block. For me, after these 3 wells, we have a clarity of what can be done and the size of it engaging towards development. So that's the point where I am today. If I had to explain you all details, it could take 2 hours because there are plenty of cases, assumptions, etcetera. So we need to drill. Second and we find hydrocarbon [indiscernible] don't worry. But the question is of which oil, of which gas, etcetera.

So on the other part, yes, you are right. It's a 60% long-term and 40% spot. Spot is pure spot. I mean spot is 2 things, in fact. In the spot volume, you have 10 million tons, let's say, as a round figure which is 20% is old deals [ph] which are spot deals which means we have the vessels, we have the LNG tankers and we buy spot and we sell spot and we make small money on the difference between buying arbitrating. But it's a pure spot. And then in our portfolio of the marketing team, there are contracts which are linked to spot indicator, I would say, either JKM or NBP. And these ones are not oil linked. If they oil linked, they are more in the long-term part. I'm speaking under the eyes of Stephane. If I made a mistake, you raise your -- it's okay? It's okay. So the answer is right. That's my answer.",2.0,1.0,1,2.0,2.0,2.0
ROST,Q3,2016,"Thank you. Great quarter. I wanted to ask if you could talk about how much scale the current supply chain, the distribution centers, infrastructure you have, how much they can handle and when do you expect as we think out over time, the next kind of major round of investments in IT and supply chain?","Sure. So in terms of major processing facilities, major distribution centers, just as a reminder, we added a new distribution center last year, that was in 2015 and we had added one before that in 2014, so some pretty lumpy investments that we have now worked our way through. Given our current growth projections, we would expect that we would need additional major distribution capacity, probably, in about four years or five years from now. And if you back off that you’d probably start some of the capital spending a year or two year before that. So it’s going to be a while before we have those kind of lumpy investments again.",1.0,0.0,1,1.0,1.0,1.0
SYK,Q2,2021,"Thank you. Hi guys. Certainly first to talk about your spine business and how you are feeling about the state of that business, so what's your outlook for the underlying growth and what are your latest thoughts and timing on robotics into spine?","Yes, so in terms of underlying growth and we don't break out guidance in terms of as we think about spine, but we do expect that market and that business to continue to accelerate as the recovery happens in the back half of the year.

With regards to robotics, I mean, we've talked about this before is of our key areas of focus for robotics and applications that are next. Spine is one of those and so we continue to move down that path with a couple of different options, looking at Mako, but also through our Mobius acquisition and the Cardan Robotics, some opportunities there. We don't have a timeline that we are sharing at this point and so it's something that we'll continue to update you on as we make progress in that area.",2.0,2.0,1,1.0,2.0,2.0
BMY,Q1,2021,"Thank you. I have a kind of a higher-level question on the PD-1 space. Can you just talk about your longer-term view on whether price competition in this category is kind of imminent or eventually will happen in developed markets, both U.S. and Europe? The space is clearly getting more crowded, both domestically produced PD-1s, as well as those sourced from Chinese biopharma companies.
And while price competition usually is not a winning strategy, it might be the only lever a lots of these other companies can pull, and I think at least in China as many have started to recognize the PD-1 category has become a commoditized class. So lots of folks are trying to figure out what precludes us from happening outside of China. Can you articulate your views here?
","Yes. Thanks for the question, Tim. We, obviously, think about this quite a bit. As we think about the number of new PD-1 entrants in the market, we really look at it on two dimensions.
First, there's the competitive impact of having additional players on the market. Frankly, that's an area that we pay attention to, but we're a little bit less concerned about. We have considerable resources focused on planning around competition. We have a good track record of competing in these markets.
And while we are always a bit paranoid of potential new entrants, we feel very good about our ability to effectively manage competition. The second dimension that we look at is the one you're raising, which is the risk of commoditization of a market. And the way we look at that is commoditization, we think, requires two things: it requires a low-cost entrants, and it requires perceived interchangeability on the part of payers, providers and patients. The risk of both of these things coming together likely varies, we believe, by geography, healthcare system.
It may be even by therapeutic setting, but we pay very close attention to this. In terms of the risk, we absolutely believe it's something that we need to stay on top of. It's, as you note, very dynamic. Currently, the areas where we see the greatest risk don't overlap with our largest markets, at least today.
But we certainly have plans to address the risk as they become more tangible. The two things that I think we can continue to do that position us well against this threat are, first, continue to leverage the extremely broad data set that we have generated in I-O to ensure that treatment decisions continue to be clinically driven. And then, second, continue to rapidly bring new data and approvals to market, such that we're constantly pushing forward innovation and changing the standard of care. But this is an area that's very dynamic, and we're paying close attention to it.
",2.0,1.0,2,1.0,1.0,2.0
NMBL,Q3,2016,"Thank you. I just had a follow-up here on pricing and then one another follow-up as well. Historically Suresh, pricing has always been aggressive. And in the past your technology advantage has kind of more than offset some of the pricing pressure that you have seen. So first question, why is aggressive pricing now starting to impact you more so than it has in the past?","Yeah, I think, Brent, pricing has always been a factor and I’ve said this on the last two calls, pricing has been getting more and more intense. You can see in our results this quarter that pricing actually impacted our gross margin to some degree as well. So we still maintain a very substantial advantage. But as we are getting into larger and larger deals and those are accounting for greater share of our overall business, typically pricing tends to elongate sales cycle as large enterprise, so that's affecting our conversion rate. Often, I’ve also said before this, Brent, typically, incumbents get the last word on pricing and often it ends up becoming one where the customer says let me stay with the incumbent. So that's another factor we're starting to see. It's mostly a shift in the mix of our business towards really large deals that’s starting to impact us from a pricing standpoint.",2.0,2.0,0,1.0,2.0,2.0
GCI,Q3,2009,"Thank you. I was wondering with the discussion of the e-edition, if you are moving towards the notion of charging for at least some of the premium content and maybe talk about how the considerations might be changing as we move into an era where the debt has to pay for itself as well. And on a corollary, with the -- were you suggesting that the decline in circ at USA Today was basically due to lower occupancy rates at the hotels with whom you have the contracts?","It’s number one, lower vacancy rates at hotels that we have contracts at; number two, it’s lower number of travelers just in general, so airport newsstands, those kinds of things. So it’s a combination I think of all of those factors. Craig, did you want to --",2.0,2.0,1,1.0,1.0,2.0
GCI,Q3,2009,"Thank you. I was wondering with the discussion of the e-edition, if you are moving towards the notion of charging for at least some of the premium content and maybe talk about how the considerations might be changing as we move into an era where the debt has to pay for itself as well. And on a corollary, with the -- were you suggesting that the decline in circ at USA Today was basically due to lower occupancy rates at the hotels with whom you have the contracts? The charging for premium content issue.","Right. You know, we have been, Jim, as you know looking at this for quite a period of time and strategically, we have lots of considerations on the table. We’re not at this point ready to make any pronouncements as to direction but it’s again, with lots of study, lots of research, and I think what you are seeing us do is really become very customer focused from a content standpoint on what that differentiation will be in really creating value, so it’s something to stay tuned with but we’ve done a lot of research and we are going to continue looking at it.",2.0,2.0,0,2.0,0.0,2.0
PDLI,Q2,2012,"Thank you. Just as a follow up then, will maturity of all debt deals be around 2015?",Unlikely. It's going to vary from transaction to transaction. That will happen to be 2015. I would not be surprised if you saw other deals with longer terms.,1.0,1.0,1,1.0,1.0,1.0
NWSA,Q2,2011,"Thank you. Just been listening to the conversation about monetizing content, I'm wondering, Chase, how does Hulu fit into your vision of monetizing Fox content? You had mentioned I'm just wondering if you still view Hulu as a mechanism to get fair value. And then as a second question, we keep hearing from other studios like Warner Bros and CBS that the TV syndication market continues to be a robust market in terms of value. Just wondering if you're seeing that, and then in your mind, what are really the true drivers of that improvement in the TV syndication market? Thank you.","No, for sure. Hulu, they’ve done a great job and they continue to grow. I think they have launched a subscription dimension to it. We think that's an important dimension. I think we are believers in dual revenue stream. So it adds up, I think it adds a dynamic, provides opportunities. And I think the digital marketplace is going to continue to evolve and I think Hulu has created a fabulous brand. I think they’ve done a great job creating a great experience. Obviously, they can speak for themselves, so I’m not going to speak too much about their strategy, but I think they’ve developed an enormous following and set of fans and I think we’re well-positioned to continue to take advantage of these emerging digital marketplaces, but it looks like the dual revenue I think are important for them and built on content, so it's important for us. I think what we're going to try to continue to make sure is we feel our content's being, again, I'll use the same phrase properly monetized in all those digital models including Google.",2.0,1.0,0,1.0,0.0,2.0
BLDR,Q3,2018,Thank you. Just one quick question. Was there an extra sales day in the fourth quarter 2017?,Yes. I think that's the – fourth quarter is when we have our mismatch again this year.,2.0,2.0,1,1.0,2.0,2.0
TAP,Q3,2008,"Thank you. Kevin, I’m hoping to get a bit more color in terms of your cost profit performance in Canada in the quarter. If you can quantify how much of the decline was really won off the items versus the heightened level of discounting that you’ve mentioned? And can you just talk about what’s really driving the higher discounting activity in the third quarter and it sounds like you talked about the fourth quarter trends being a bit of a moderation from a discounting activity perspective. So if you could just go through that in more details I’d appreciate it.","OK, Judy, let’s start with one-time versus ongoing. The numbers that we’ve quoted are all our ongoing business. We’ve eliminated the one-time. So then if you focus in on the various markets, I’d say in the short term there have been price increases in both Quebec, Ontario and Alberta as well, earlier in September. That will begin - we’re seeing in Ontario not just the price increase of the premium brands, but we have seen over the last six weeks movement up on the products that are the value brands, which is encouraging. And that continues today. So we’re very encouraged by that. I’d say Quebec - although pricing has been taken certainly to date in this quarter - it remains pretty competitive in that market, and if you go back in time this is really - it happens from time to time in our market place where certain markets get overheated and it usually works its way through in a period of time, but this summer was, starting in the second quarter but really into the summer was a particularly aggressive time amongst all competitors in the marketplace.",2.0,0.0,0,0.0,2.0,2.0
BMY,Q1,2021,"Thank you. On LAG-3, how are you thinking about the importance of biomarkers here? And what level of granularity should we expect around the data set of ASCO as it relates to LAG-3 positivity, etc.? And then, Giovanni, a different twist perhaps on the business question. When you took over a CEO, I imagine there was quite a sense of urgency to diversify the company. But with the steps you've already taken to do so, would it be fair to characterize your M&A strategy from here as more about enhancing existing franchises and less about diversification as a concept? Thanks.","Thank you, Greg. Let me start there, and then, I'll ask Samit to give you an answer on the biomarker strategy for LAG-3. I think you're absolutely right. I believe that one of the things that is a clear strength for the company today is the diversification of our business.
When you look at our oncology business, solid tumors and hematology, what's happening in immunology, which is clearly the fastest-growing segment of our business right now and the long-term sustainable leadership position that we have in cardiovascular medicine, I think that we have an incredibly well-diversified set of businesses with strong dynamics for all four of them. So I think that's an important foundation that we've built for the company. And at this point, I see that as an opportunity because we have capabilities that we can leverage. We clearly have deep expertise, whether that's from a scientific and development perspective or from a commercial perspective, growing in all of those areas.
And it gives us an opportunity to look at assets where we can acquire really promising technology, apply our expertise and maximize the value of those assets. So the priority for us now in business development is across all of those areas, to continue to strengthen our portfolio. And as I've mentioned several times, the objective that we have is to further strengthen the outlook in the second part of the decade. But our business is extremely well diversified at this point.
Samit?
",2.0,2.0,1,2.0,1.0,2.0
BMY,Q1,2021,"Thank you. On LAG-3, how are you thinking about the importance of biomarkers here? And what level of granularity should we expect around the data set of ASCO as it relates to LAG-3 positivity, etc.? And then, Giovanni, a different twist perhaps on the business question. When you took over a CEO, I imagine there was quite a sense of urgency to diversify the company. But with the steps you've already taken to do so, would it be fair to characterize your M&A strategy from here as more about enhancing existing franchises and less about diversification as a concept? Thanks.","Thanks, Greg. Thanks, Giovanni, and thanks, Greg, for the question as well. For LAG-3, obviously, I'll not get into the specifics of the data that we presented at ASCO. But certainly, some of the biomarker data will be included in the presentation.
As you may recall from all the published literature around LAG-3 and in general, for I-Os, it's been a difficult exercise to get specificities around which biomarkers really dictate the activity of the medicines that we are testing and exploring. So we'll continue to get into that, into deeper details after the data are presented, but certainly looking forward to a better understanding of the overall landscape and as we look to the combinations and other indications as well.
",2.0,1.0,1,1.0,1.0,2.0
POWL,Q4,2008,"Thank you. On the revenue loss in the quarter that was from the Hurricane Ike, can you outline if that revenue volume comes through in the first quarter here or was there a basic loss that would not be recoverable and did you experience any further fallout in October, which would be the first month of your new quarter here?","Again, remember our business with the stackup of products and projects that we have. There's no doubt the projects that impacted the fourth quarter are flowing through into the first quarter. What still happens though, are the projects that were expecting those jobs to come off the floor now got delayed and pushed out a little bit. It's going to probably take at least four months for us to get all of that flow back into the entire works to where we're back to where we think we're on top of the business again.",2.0,2.0,1,2.0,1.0,2.0
GGG,Q1,2015,"Thank you. Pat, you talked about the various regions in the industrial segment. Could you shift over and talk about what product lines did well and didn't do well on the industrial business?","So when I looked at our performance in Asia Pacific, we had a couple of product lines that were better than others. But I'd say, generally in terms of our billings, they were soft across product categories. There wasn't, I wouldn't say a bright shining star, it – I'm feeling okay about global automotive, even though that China is a little bit soft. And so I'm feeling good about that end market. I think aerospace is still going to hold up well. Construction markets here in the U.S., of course, are hot, but even in places like Southern Europe, in Spain, we are starting to see them creeping off the bottom.",1.0,1.0,1,2.0,1.0,1.0
TTE,Q4,2021,"Thank you. Patrick, can you talk about unit development costs in the Upstream and I mean both across oil and gas. If I remember rightly, you used to talk about a figure of about 50,000 barrels per day on unit development costs. And I just wonder if you could update that figure for the current cost and environmental portfolio. And what I'm getting at here is that the Upstream CapEx that you're guiding to in 2022 is well below where it was in '19. So I'm just trying to understand how much of that has changed in emphasis versus lower cost versus any assumptions on disposals that you're making in 2022. And then the second question which is a point of a clarification on your reserve replacement ratio because 121% was sitting on the slide labeled oil. I wasn't sure whether that was just for the oil part of the business or that was across the entire Upstream?","You need to listen. The second answer is -- it's in the slide oil but it's oil and gas, it's a global one. We didn't know where to put it. We put it there yesterday evening because we got the figure quite late. So there was not a perfect position. We could have done it elsewhere. So it's oil and gas. So reverse replacement rate global one 121% on 1 year and 116% on 3 years. So the second answer is this is the first 1. Yes, it's true but we report in net investments and that clearly, there are some sales on the E&P side embedded in the budget. So the organic part of the CapEx for E&P is higher than the $7 billion, you could -- or $6, billion, $7 billion -- I think it's $8 billion, more or less. And but you fully have an assumption of around $2 billion of sales, more or less. It's more as the metrics but I think if I remember well, what we have.

Obviously, the $50,000 per barrel per day of flowing barrel is a metric where today, we don't see any inflation in the projects at this stage, a little inflation. We've seen some inflation on steel, I would say, in the Uganda project. I think we -- in the last -- the delay in the last year costed us a little -- some extra but we are managing that, I think, some flexible contracts. So at this stage, the $50,000 per barrel flowing barrel because we are targeting some low-cost barrel, I would say, is -- you can still consider it.",2.0,2.0,1,1.0,2.0,2.0
OCX,Q1,2020,"Thank you. Ronnie, can you talk about the highlights of the DetermaDx paper at ATS 2020 in terms of – kind of your highlights I guess? I know it’s centered around test versus biopsy, but still it’s since recent would love to hear your thought on it?","Yes, Paul, just to net it out, we think that this asset – this bio-bank asset will be very helpful for us too as we think about the monitoring space and certain technologies that we have that could play there in looking at is the therapy working all the way through to is the patient seeing a sustained clinical response or are we seeing recurrence? So it’s a really valuable resource that we don’t talk a lot about. I appreciate the opportunity to share the paper and the importance of that trial.",2.0,2.0,0,1.0,0.0,1.0
OCX,Q1,2020,"Thank you. Ronnie, can you talk about the highlights of the DetermaDx paper at ATS 2020 in terms of – kind of your highlights I guess? I know it’s centered around test versus biopsy, but still it’s since recent would love to hear your thought on it?","Yes, sure. And I think it was – DetermaRx was at the ATS and I think Padma really – because she’s very close to this, I’d like to her to comment on that. But we were very excited about that. And then when obviously the association decided to cancel and just put everything online, we had hoped to have a podium, a presentation. Those always go over well and they get – you get video, you can in this date and time you can use social media to promote that. But we didn’t get that opportunity. But Padma, do you want to give some color commentary on the ATS poster?",1.0,1.0,1,1.0,2.0,0.0
OCX,Q1,2020,"Thank you. Ronnie, can you talk about the highlights of the DetermaDx paper at ATS 2020 in terms of – kind of your highlights I guess? I know it’s centered around test versus biopsy, but still it’s since recent would love to hear your thought on it?","Yes. So just to clarify, we had two acceptances. One was the oral presentation for RX. So that was very exciting data and very timely too in this era as we try to think about conserving healthcare resources. So what data showed on 195 patients is two things. One, it showed that for the high risk patients, recurrence happens rather quickly. So 70% of high risk patients have a recurrence within two years which speaks to again the previous comment that we can’t ignore these patients and they need to be managed rather quickly once they are found to be high risk. The other thing that that poster showed was that low risk people tend to get intensively followed in terms of bringing them back for frequent CT surveillance. And actually only 4% of those low risk patients recurred. So the case was made on that poster that perhaps we don’t need to follow these patients as intensively as we do and in fact we could switch them to annual CT surveillance which would relieve a lot of patient anxieties at the same time conserving precious healthcare resources. So a very good health economic analysis here that will be very useful not just for patients but also for commercial payers as we approach them to cover this test. And --",2.0,2.0,0,2.0,2.0,2.0
BMY,Q1,2020,"Thank you. So questions for Samit please. In terms of attending 9LA data at ASCO, what is the follow up of that data for both OSN for PFS? My question is all physicians going to come after that presentation and rethink that strategy for first line non-small cell lung on the back of that data, is there enough follow-up there? Second, in terms of the 9ER trial, could you talk to cover that too? I remember that when you ran the Phase 2, there was a question about toxicity and making sure and be use the low dose. So given it's a much more promiscuous TTI, should we assume a favorable or comparable tops profile? Anything you could share that would be interesting. And then finally on TIGIT, Roche's pushing forward very aggressively with that TIGIT antagonist. Merck clearly is interested and active with as your program seems not to been very much. Is that a function of resource allocation or is it a function of what you're seeing with this particular molecule? Thank you.","Sure. I think that Samit stood on most of the points around 9LA. What I would say from a commercial standpoint is obviously we've had a lot of discussions with physicians over the last few months about 227 and 9LA. And it's important what Samit said that physicians and we really do think that 227 and 9LA really need to be thought about together. 227, you'll recall that what we showed was about 50% of responders were still responding at two years, and we saw this nice flattening of the OS curve. You'll see how that data matures at ASCO into few weeks. But then the way physicians are thinking about 9LA is very much as complimentary to 227. In that they offer the benefit of Opdivo plus Yervoy to patients who don't need chemotherapy, that's 227. And for those patients who potentially do need chemotherapy and that's where 9LA comes into play. And I think Samit hit on some of the key things that you want to pay attention to when that data are presented at ASCO in a few weeks. Two other things that I would just keep in mind with respect to Opdivo plus Yervoy in lung. First about half of the lung cancer treaters have used Opdivo plus Yervoy either in melanoma or renal. So, they're familiar with the benefit that we see with that regimen there and those physicians account for about two thirds of total lung cancer patients. And then the second thing not a trivial thing is that we have a very experienced team with a track record of being able to establish Opdivo plus Yervoy at a standard of care in both of the tumors in which we've been approved with that regimen. And then they're incredibly excited and prepared to launch Opdivo plus Yervoy in first line lung cancer and we're really looking forward to the PDUFA date for 227 next week.",2.0,1.0,1,2.0,2.0,2.0
BMY,Q1,2020,"Thank you. So questions for Samit please. In terms of attending 9LA data at ASCO, what is the follow up of that data for both OSN for PFS? My question is all physicians going to come after that presentation and rethink that strategy for first line non-small cell lung on the back of that data, is there enough follow-up there? Second, in terms of the 9ER trial, could you talk to cover that too? I remember that when you ran the Phase 2, there was a question about toxicity and making sure and be use the low dose. So given it's a much more promiscuous TTI, should we assume a favorable or comparable tops profile? Anything you could share that would be interesting. And then finally on TIGIT, Roche's pushing forward very aggressively with that TIGIT antagonist. Merck clearly is interested and active with as your program seems not to been very much. Is that a function of resource allocation or is it a function of what you're seeing with this particular molecule? Thank you.","Thank you, Andrew, as always very thoughtful questions. And certainly a thought provoking from our 9LA perspective certainly we're looking forward to the first presentation of the data. At ASCO, virtually, but certainly going to be very meaningful. As you recall we had finished enrollment towards the beginning of last year. So at the first readout of the data, the interim analysis, the follow-up is short. What we will be able to share is follow on data from that perspective. It's very important I think to realize from 9LA perspective a few things that are questions that we will be looking towards the data to answer. One is as we continue to follow on and as you continue the follow up, what happens to that OS curve? Does it start to flatten out? Number one. Number two, what happens to that beginning part of the curve that we saw in CheckMate227 where we have the early progresses and how a limited amount of chemotherapy can impact that? I think those are the very important answers that we be looking for as you look towards the presentation of the 9LA data. We remain excited. I think both of them have to be considered together with 227 data and the 9LA data in overall management of a patient as you look towards non-small cell lung cancer management as we go forward. So I think that dual IO inhibition becomes very important along with that shortened duration of chemotherapy for some patients required. I will obviously ask towards the end of when I finished that to Chris also to comment from commercial perspective was that really need. On the 9ER side, as you mentioned, a couple of medics will use a dose of 40 milligrams and certainly that is going to be important in terms of management of the safety profile. As we've already said, that overall what we have seen is generally quite manageable safety profile. Chris also spoke about, that this provides an opportunity for further use of Opdivo in all the risk categories in combination with this potential. So certainly very exciting news there the trial has met all three endpoints, the major endpoints if you look at from an overall survival benefit, as well as looking at DFS and response rate, in addition to a very well managed safety profile. And I'll finish off on the TIGIT and then I'll pass it on to Chris to comment further on both9LA as well as 9ER. On the TIGIT perspective, we are looking forward to see the data that Roche will be presenting, certainly a very complex mechanism, as you very well know. We have our molecule which is in Phase 1. We continue to evaluate the Phase 2. And the overall dose profile for that agent and certainly there's no data to be shared yet, but we will certainly learn from what Roche is going to present and then we'll see if we can manage differently. Chris, do you want to add things?",2.0,1.0,2,1.0,2.0,2.0
BMY,Q1,2020,"Thank you. So questions for Samit please. In terms of attending 9LA data at ASCO, what is the follow up of that data for both OSN for PFS? My question is all physicians going to come after that presentation and rethink that strategy for first line non-small cell lung on the back of that data, is there enough follow-up there? Second, in terms of the 9ER trial, could you talk to cover that too? I remember that when you ran the Phase 2, there was a question about toxicity and making sure and be use the low dose. So given it's a much more promiscuous TTI, should we assume a favorable or comparable tops profile? Anything you could share that would be interesting. And then finally on TIGIT, Roche's pushing forward very aggressively with that TIGIT antagonist. Merck clearly is interested and active with as your program seems not to been very much. Is that a function of resource allocation or is it a function of what you're seeing with this particular molecule? Thank you.","Thank you, Andrew. So Samit I believe all three elements of the questions are for you.",2.0,1.0,1,1.0,0.0,1.0
GCI,Q3,2009,"Thank you. Sorry for the little background noise and welcome back, Craig. Just -- you may have mentioned this earlier but I was just curious in terms of the regional disparities that you might have in terms of the newspapers, you’ve made mention in the past about some of your most difficult markets, so I was just wondering if you could just talk a little bit about what you are seeing in those difficult markets. Are you seeing in terms of company wide trends, are they in line, are they below? Could you just give us a little bit more color there?","You know, on the regional trends, things have I think evened out a bit but we continue to see, for instance, in a Florida where we have Fort Meyers where there was a huge amount of speculation in secondary, third, fourth homes and folks were speculating, we continue to see obviously tremendous pressures there. Conversely in Bravard, Florida, which is not too too far from Fort Meyers on the other coast, we are actually seeing things, trends abate a little bit in that market. In Phoenix, things are continuing to struggle a bit on the real estate side but I think they’ve done a good job of recasting their structure. So we continue to see in the real estate side the California, Florida, Arizona, Nevada being very difficult but in those other categories, it really is very much a community by community difference",2.0,2.0,1,0.0,0.0,2.0
NMBL,Q3,2016,"Thank you. Suresh, my question is about competition. If you had to characterize the impact from the incumbent defending share versus some of the upstarts that are spending aggressively to take share, how would you characterize the impact of each?","Jason, during Q3 the incumbents accounted for almost the entire competitive intensity increase that we saw specifically the top four incumbents accounted for over 70% of the competitive engagement that we are in and that's really where we saw very aggressive pricing and other actions that impacted us.

",2.0,1.0,2,1.0,2.0,2.0
WBA,Q4,2019,"Thank you. That's helpful. And then just separately I just want to clarify something. The tobacco pressure from e-cigarettes of 1% next year, is that the only tobacco pressure? Or is there further of the tobacco de-emphasis in next year's numbers?","We see continuing – obviously, we will cycle for example New York City on January 1st when we -- when that was confirmed by the status coming out of tobacco for all pharmacies and other states may well take action in a similar vein, we don't know yet. So we expect the pressure on tobacco sales to continue into next year, but not that at the same extent as we had in the last 12 months.",2.0,2.0,0,1.0,0.0,2.0
PTEC,Q1,2009,"Thank you. Woody, you mentioned 5 million to 15 million mobile PCs with FailSafe or HyperSpace within the next per say by fiscal Q4. Were you talking ASUS specifically or was that all PCs?",All.,2.0,1.0,1,1.0,0.0,2.0
BJRI,Q2,2019,"Thank you. You know, there was some TV advertising I think that was planned for Q2, can you kind of maybe talk about, you know, the plans around Q3 and Q4, maybe whether you can maybe put some TV advertising in some of the softer California markets to help out?","Yeah, in general, Nick, our medial lineup is pretty similar than -- than what it looked like a year ago, you know, from a TV perspective we are -- we are -- listen, we're going to react to -- to these trends and, Kevin, who can maybe speak in a little bit more detail here, but we are looking at, you know, options of moving other elements of our media mix, you know, digital, what we're doing through loyalty. We have more levers than we've had in the past and -- and we are certainly looking at options to move some more guns where they're needed more than not, right?",2.0,2.0,1,1.0,0.0,2.0
BJRI,Q2,2019,"Thank you. You know, there was some TV advertising I think that was planned for Q2, can you kind of maybe talk about, you know, the plans around Q3 and Q4, maybe whether you can maybe put some TV advertising in some of the softer California markets to help out?","Yes, I guess just from a media perspective, you know, we have a lot of levers to pull. We've got both on and off premise marketing. We have digital marketing really that's targeted around all of our restaurants that we're able to adjust at times and then from a mix perspective, you know, we're always able to play with reaching newer guests as well as retargeting existing guests. So we still need adjustments with California, we have considered both a media mix adjustment to maybe targeting more of our -- you know people that have visited our Website in the past as well as maybe heading up more towards California at the expense of some other markets. We're still evaluating some of those opportunities right now.",1.0,0.0,1,0.0,1.0,2.0
BMY,Q1,2020,"Thank you. Your comments on the liso-cel PDUFA extension reflected no real concern whatsoever. And it's one of the four new launches you called out for this year. It seems you are completely comfortable with the FDA meeting the regulatory timeline. I just want to make sure that that's the impression you wish to convey to us? And then secondly, it was stated that the COVID-19 could lead to inventory destock and a drop in patient visits to infusion centers in the second quarter as well as beyond that. I'm just curious, what was the decline in these metrics during the month of April? Thank you.","And just on the question around the stocking that we saw. So as we entered the pandemic situation in February and March, what we saw was across the board, we saw safety stocks increasing so we saw wholesalers, making sure they had increased inventory. We also saw that pharmacies had extra safety stock. And then we installed with patients getting longer scripts, as we talked about it. Revlimid was an example doubling the number of days that they could get. We are starting to see some of that destocking come out. And we anticipate, as I said earlier that the majority of that will come out in Q2. So of the $500 million that we talked about, majority of that come out in Q2, and then we'll see it coming out to in Q3 remainder is what we're anticipating. As far as what we're seeing on the new patient started early days. What we're seeing there, but we did see some of those new Rxs declining 10% to 20%, depending upon them. And we'll be watching that very closely in the second quarter, and we'll update you on that. And then on the infusion center, similar, that we're seeing in that 10% to 20% range as well, fewer patients. So again, that's something that we're going to keep an eye on in the second quarter as well. Chris, I don't know, if there's anything that you wanted to add to that.",0.0,1.0,0,1.0,2.0,2.0
BMY,Q1,2020,"Thank you. Your comments on the liso-cel PDUFA extension reflected no real concern whatsoever. And it's one of the four new launches you called out for this year. It seems you are completely comfortable with the FDA meeting the regulatory timeline. I just want to make sure that that's the impression you wish to convey to us? And then secondly, it was stated that the COVID-19 could lead to inventory destock and a drop in patient visits to infusion centers in the second quarter as well as beyond that. I'm just curious, what was the decline in these metrics during the month of April? Thank you.","I think you've managed to hit on the key points. The only other thing I would say is that the drop that we've seen in patient volume and particularly in new patient starts has varied really across therapeutic areas. So in the CV space, it's been sort of on the order of 20% to 25% across the NOAC class. A lesser extent in oncology and the tumors that we are in, it's been on the order of 5% to 20%. And as David mentioned, that has led to some choppiness, for example, in Opdivo sales in April, which we think is attributable to the new patients, to the drop in new patient starts. That said, we would expect that as David had mentioned, that would the biggest impact for that would be in the second quarter that would begin to normalize and be back to more normal levels by the third quarter - by the fourth quarter, and that's what we'll be continuing to monitor.",2.0,1.0,1,1.0,2.0,2.0
BMY,Q1,2020,"Thank you. Your comments on the liso-cel PDUFA extension reflected no real concern whatsoever. And it's one of the four new launches you called out for this year. It seems you are completely comfortable with the FDA meeting the regulatory timeline. I just want to make sure that that's the impression you wish to convey to us? And then secondly, it was stated that the COVID-19 could lead to inventory destock and a drop in patient visits to infusion centers in the second quarter as well as beyond that. I'm just curious, what was the decline in these metrics during the month of April? Thank you.","Sure. Thank you, Steve. So I think we've already made comments on liso-cel, but I'll ask Samit, if there's anything he wants to add, and then David can give you a perspective about different market dynamics and how we see that impacting the business for the rest of the year.",2.0,1.0,1,1.0,0.0,2.0
